game,winner,victoryType,gameLength,nypd_corruption,nypd_trust,total_territories,playerCount,timestamp
Gangsters,Jewish Syndicate,Economic Victory,7,9,10,27,5,2025-06-15T03:57:46.025Z
Gangsters,Jewish Syndicate,Economic Victory,7,7,14,30,5,2025-06-15T03:57:46.025Z
Gangsters,Italian Famiglia,Economic Victory,8,12,13,21,5,2025-06-15T03:57:46.025Z
Gangsters,Irish Mob,Economic Victory,9,17,12,26,5,2025-06-15T03:57:46.025Z
Gangsters,Polish Gang,Economic Victory,7,12,10,24,5,2025-06-15T03:57:46.025Z
Gangsters,Jewish Syndicate,Economic Victory,9,13,11,26,5,2025-06-15T03:57:46.025Z
Gangsters,Polish Gang,Economic Victory,9,10,12,27,5,2025-06-15T03:57:46.025Z
Gangsters,Italian Famiglia,Economic Victory,7,11,10,22,5,2025-06-15T03:57:46.025Z
Gangsters,Jewish Syndicate,Economic Victory,8,12,12,33,5,2025-06-15T03:57:46.025Z
Gangsters,Irish Mob,Economic Victory,8,8,13,25,5,2025-06-15T03:57:46.026Z
Gangsters,Polish Gang,Economic Victory,8,11,12,24,5,2025-06-15T03:57:46.026Z
Gangsters,Polish Gang,Economic Victory,7,6,13,29,5,2025-06-15T03:57:46.026Z
Gangsters,Jewish Syndicate,Economic Victory,6,6,13,23,5,2025-06-15T03:57:46.026Z
Gangsters,Polish Gang,Economic Victory,9,16,11,27,5,2025-06-15T03:57:46.026Z
Gangsters,Irish Mob,Economic Victory,7,13,12,22,5,2025-06-15T03:57:46.026Z
Gangsters,Irish Mob,Economic Victory,8,8,12,23,5,2025-06-15T03:57:46.026Z
Gangsters,Irish Mob,Economic Victory,8,14,12,25,5,2025-06-15T03:57:46.026Z
Gangsters,Irish Mob,Economic Victory,7,7,13,21,5,2025-06-15T03:57:46.026Z
Gangsters,Polish Gang,Economic Victory,9,16,10,25,5,2025-06-15T03:57:46.026Z
Gangsters,Irish Mob,Economic Victory,9,11,11,23,5,2025-06-15T03:57:46.027Z
Gangsters,Jewish Syndicate,Economic Victory,8,6,14,23,5,2025-06-15T03:57:46.027Z
Gangsters,Italian Famiglia,Economic Victory,8,16,11,22,5,2025-06-15T03:57:46.027Z
Gangsters,Italian Famiglia,Economic Victory,7,12,12,24,5,2025-06-15T03:57:46.027Z
Gangsters,Polish Gang,Economic Victory,7,4,13,24,5,2025-06-15T03:57:46.027Z
Gangsters,Polish Gang,Economic Victory,7,6,14,28,5,2025-06-15T03:57:46.027Z
Gangsters,Polish Gang,Economic Victory,9,17,12,28,5,2025-06-15T03:57:46.027Z
Gangsters,Polish Gang,Economic Victory,8,14,12,26,5,2025-06-15T03:57:46.027Z
Gangsters,Italian Famiglia,Economic Victory,9,17,11,23,5,2025-06-15T03:57:46.027Z
Gangsters,Jewish Syndicate,Economic Victory,10,16,13,28,5,2025-06-15T03:57:46.027Z
Gangsters,Italian Famiglia,Economic Victory,8,6,14,22,5,2025-06-15T03:57:46.027Z
Gangsters,Italian Famiglia,Economic Victory,6,8,12,24,5,2025-06-15T03:57:46.027Z
Gangsters,Jewish Syndicate,Economic Victory,9,14,12,25,5,2025-06-15T03:57:46.027Z
Gangsters,Polish Gang,Economic Victory,10,17,11,22,5,2025-06-15T03:57:46.027Z
Gangsters,Irish Mob,Economic Victory,9,9,12,29,5,2025-06-15T03:57:46.027Z
Gangsters,Jewish Syndicate,Economic Victory,7,6,13,27,5,2025-06-15T03:57:46.027Z
Gangsters,Polish Gang,Economic Victory,7,7,13,28,5,2025-06-15T03:57:46.027Z
Gangsters,Irish Mob,Economic Victory,8,14,11,26,5,2025-06-15T03:57:46.027Z
Gangsters,Irish Mob,Economic Victory,8,9,10,29,5,2025-06-15T03:57:46.027Z
Gangsters,Irish Mob,Economic Victory,8,6,14,23,5,2025-06-15T03:57:46.027Z
Gangsters,Polish Gang,Economic Victory,7,13,11,28,5,2025-06-15T03:57:46.031Z
Gangsters,Italian Famiglia,Economic Victory,7,6,12,28,5,2025-06-15T03:57:46.031Z
Gangsters,Polish Gang,Economic Victory,8,12,11,28,5,2025-06-15T03:57:46.031Z
Gangsters,Jewish Syndicate,Economic Victory,7,7,13,27,5,2025-06-15T03:57:46.031Z
Gangsters,Italian Famiglia,Economic Victory,7,10,12,29,5,2025-06-15T03:57:46.031Z
Gangsters,Polish Gang,Economic Victory,8,15,13,24,5,2025-06-15T03:57:46.031Z
Gangsters,Polish Gang,Economic Victory,8,10,12,24,5,2025-06-15T03:57:46.031Z
Gangsters,Italian Famiglia,Economic Victory,10,12,13,22,5,2025-06-15T03:57:46.031Z
Gangsters,Polish Gang,Economic Victory,7,7,13,19,5,2025-06-15T03:57:46.031Z
Gangsters,Polish Gang,Economic Victory,7,10,13,24,5,2025-06-15T03:57:46.031Z
Gangsters,Jewish Syndicate,Economic Victory,9,14,11,24,5,2025-06-15T03:57:46.032Z
Gangsters,Jewish Syndicate,Economic Victory,8,15,12,28,5,2025-06-15T03:57:46.032Z
Gangsters,Italian Famiglia,Economic Victory,8,13,12,22,5,2025-06-15T03:57:46.032Z
Gangsters,Italian Famiglia,Economic Victory,9,17,12,31,5,2025-06-15T03:57:46.032Z
Gangsters,Italian Famiglia,Economic Victory,9,15,12,25,5,2025-06-15T03:57:46.032Z
Gangsters,Jewish Syndicate,Economic Victory,8,6,13,24,5,2025-06-15T03:57:46.032Z
Gangsters,Jewish Syndicate,Economic Victory,8,4,15,24,5,2025-06-15T03:57:46.032Z
Gangsters,Jewish Syndicate,Economic Victory,8,6,16,27,5,2025-06-15T03:57:46.032Z
Gangsters,Irish Mob,Economic Victory,9,20,11,27,5,2025-06-15T03:57:46.032Z
Gangsters,Italian Famiglia,Economic Victory,8,11,10,20,5,2025-06-15T03:57:46.032Z
Gangsters,Jewish Syndicate,Economic Victory,9,8,14,27,5,2025-06-15T03:57:46.032Z
Gangsters,Polish Gang,Economic Victory,7,9,12,27,5,2025-06-15T03:57:46.032Z
Gangsters,Italian Famiglia,Economic Victory,8,7,13,24,5,2025-06-15T03:57:46.032Z
Gangsters,Irish Mob,Economic Victory,8,8,14,29,5,2025-06-15T03:57:46.032Z
Gangsters,Jewish Syndicate,Economic Victory,9,14,12,26,5,2025-06-15T03:57:46.032Z
Gangsters,Polish Gang,Economic Victory,9,10,14,21,5,2025-06-15T03:57:46.032Z
Gangsters,Jewish Syndicate,Economic Victory,8,7,13,24,5,2025-06-15T03:57:46.032Z
Gangsters,Polish Gang,Economic Victory,8,8,12,27,5,2025-06-15T03:57:46.032Z
Gangsters,Polish Gang,Economic Victory,7,3,13,22,5,2025-06-15T03:57:46.032Z
Gangsters,Jewish Syndicate,Economic Victory,9,9,12,25,5,2025-06-15T03:57:46.032Z
Gangsters,Italian Famiglia,Economic Victory,7,11,11,31,5,2025-06-15T03:57:46.032Z
Gangsters,Jewish Syndicate,Economic Victory,6,3,13,24,5,2025-06-15T03:57:46.032Z
Gangsters,Italian Famiglia,Economic Victory,8,9,13,26,5,2025-06-15T03:57:46.032Z
Gangsters,Irish Mob,Economic Victory,7,9,12,20,5,2025-06-15T03:57:46.032Z
Gangsters,Jewish Syndicate,Economic Victory,7,3,15,26,5,2025-06-15T03:57:46.032Z
Gangsters,Irish Mob,Economic Victory,7,8,11,20,5,2025-06-15T03:57:46.032Z
Gangsters,Polish Gang,Economic Victory,9,13,11,29,5,2025-06-15T03:57:46.032Z
Gangsters,Italian Famiglia,Economic Victory,9,15,11,28,5,2025-06-15T03:57:46.032Z
Gangsters,Italian Famiglia,Economic Victory,8,14,12,24,5,2025-06-15T03:57:46.032Z
Gangsters,Italian Famiglia,Economic Victory,6,3,13,24,5,2025-06-15T03:57:46.032Z
Gangsters,Italian Famiglia,Economic Victory,7,6,15,26,5,2025-06-15T03:57:46.032Z
Gangsters,Italian Famiglia,Economic Victory,9,14,11,23,5,2025-06-15T03:57:46.032Z
Gangsters,Irish Mob,Economic Victory,8,15,13,22,5,2025-06-15T03:57:46.032Z
Gangsters,Jewish Syndicate,Economic Victory,8,3,16,21,5,2025-06-15T03:57:46.032Z
Gangsters,Irish Mob,Economic Victory,7,8,12,20,5,2025-06-15T03:57:46.032Z
Gangsters,Italian Famiglia,Economic Victory,7,3,15,25,5,2025-06-15T03:57:46.032Z
Gangsters,Polish Gang,Economic Victory,9,13,13,24,5,2025-06-15T03:57:46.032Z
Gangsters,Jewish Syndicate,Economic Victory,8,15,12,27,5,2025-06-15T03:57:46.032Z
Gangsters,Italian Famiglia,Economic Victory,7,9,11,25,5,2025-06-15T03:57:46.032Z
Gangsters,Polish Gang,Economic Victory,8,4,16,24,5,2025-06-15T03:57:46.032Z
Gangsters,Jewish Syndicate,Economic Victory,7,10,11,27,5,2025-06-15T03:57:46.032Z
Gangsters,Italian Famiglia,Economic Victory,8,10,13,23,5,2025-06-15T03:57:46.032Z
Gangsters,Polish Gang,Economic Victory,8,9,13,24,5,2025-06-15T03:57:46.032Z
Gangsters,Polish Gang,Economic Victory,8,13,11,21,5,2025-06-15T03:57:46.032Z
Gangsters,Polish Gang,Economic Victory,10,14,12,21,5,2025-06-15T03:57:46.032Z
Gangsters,Polish Gang,Economic Victory,10,17,11,28,5,2025-06-15T03:57:46.032Z
Gangsters,Jewish Syndicate,Economic Victory,9,15,10,28,5,2025-06-15T03:57:46.032Z
Gangsters,Polish Gang,Economic Victory,6,11,12,31,5,2025-06-15T03:57:46.033Z
Gangsters,Polish Gang,Economic Victory,8,6,12,26,5,2025-06-15T03:57:46.033Z
Gangsters,Italian Famiglia,Economic Victory,8,6,15,22,5,2025-06-15T03:57:46.033Z
Gangsters,Jewish Syndicate,Economic Victory,8,10,12,21,5,2025-06-15T03:57:46.033Z
Gangsters,Polish Gang,Economic Victory,9,12,11,23,5,2025-06-15T03:57:46.033Z
Gangsters,Italian Famiglia,Economic Victory,7,7,13,26,5,2025-06-15T03:57:46.033Z
Gangsters,Irish Mob,Economic Victory,8,11,13,26,5,2025-06-15T03:57:46.033Z
Gangsters,Irish Mob,Economic Victory,10,13,13,21,5,2025-06-15T03:57:46.033Z
Gangsters,Polish Gang,Economic Victory,8,7,13,25,5,2025-06-15T03:57:46.033Z
Gangsters,Jewish Syndicate,Economic Victory,7,7,13,21,5,2025-06-15T03:57:46.033Z
Gangsters,Jewish Syndicate,Economic Victory,8,11,13,20,5,2025-06-15T03:57:46.033Z
Gangsters,Italian Famiglia,Economic Victory,6,2,13,27,5,2025-06-15T03:57:46.033Z
Gangsters,Irish Mob,Economic Victory,8,12,11,17,5,2025-06-15T03:57:46.033Z
Gangsters,Italian Famiglia,Economic Victory,6,5,13,21,5,2025-06-15T03:57:46.034Z
Gangsters,Italian Famiglia,Economic Victory,7,14,12,26,5,2025-06-15T03:57:46.034Z
Gangsters,Irish Mob,Economic Victory,8,15,10,20,5,2025-06-15T03:57:46.034Z
Gangsters,Irish Mob,Economic Victory,9,12,13,25,5,2025-06-15T03:57:46.034Z
Gangsters,Polish Gang,Economic Victory,7,4,15,23,5,2025-06-15T03:57:46.034Z
Gangsters,Polish Gang,Economic Victory,7,11,10,24,5,2025-06-15T03:57:46.034Z
Gangsters,Jewish Syndicate,Economic Victory,7,4,14,21,5,2025-06-15T03:57:46.034Z
Gangsters,Italian Famiglia,Economic Victory,8,14,11,22,5,2025-06-15T03:57:46.034Z
Gangsters,Italian Famiglia,Economic Victory,8,17,11,24,5,2025-06-15T03:57:46.034Z
Gangsters,Italian Famiglia,Economic Victory,7,11,12,27,5,2025-06-15T03:57:46.034Z
Gangsters,Irish Mob,Economic Victory,7,3,15,22,5,2025-06-15T03:57:46.035Z
Gangsters,Irish Mob,Economic Victory,9,11,13,22,5,2025-06-15T03:57:46.035Z
Gangsters,Irish Mob,Economic Victory,8,8,13,20,5,2025-06-15T03:57:46.035Z
Gangsters,Italian Famiglia,Economic Victory,6,7,13,25,5,2025-06-15T03:57:46.035Z
Gangsters,Jewish Syndicate,Economic Victory,7,9,11,25,5,2025-06-15T03:57:46.035Z
Gangsters,Italian Famiglia,Economic Victory,8,10,14,23,5,2025-06-15T03:57:46.035Z
Gangsters,Polish Gang,Economic Victory,7,4,14,24,5,2025-06-15T03:57:46.035Z
Gangsters,Irish Mob,Economic Victory,7,9,12,25,5,2025-06-15T03:57:46.035Z
Gangsters,Irish Mob,Economic Victory,8,11,12,22,5,2025-06-15T03:57:46.035Z
Gangsters,Irish Mob,Economic Victory,8,6,14,27,5,2025-06-15T03:57:46.035Z
Gangsters,Jewish Syndicate,Economic Victory,6,3,14,19,5,2025-06-15T03:57:46.035Z
Gangsters,Irish Mob,Economic Victory,7,11,11,26,5,2025-06-15T03:57:46.035Z
Gangsters,Jewish Syndicate,Economic Victory,7,4,16,24,5,2025-06-15T03:57:46.035Z
Gangsters,Italian Famiglia,Economic Victory,8,8,14,28,5,2025-06-15T03:57:46.035Z
Gangsters,Jewish Syndicate,Economic Victory,6,3,13,25,5,2025-06-15T03:57:46.035Z
Gangsters,Jewish Syndicate,Economic Victory,7,12,11,24,5,2025-06-15T03:57:46.035Z
Gangsters,Jewish Syndicate,Economic Victory,7,10,12,22,5,2025-06-15T03:57:46.035Z
Gangsters,Polish Gang,Economic Victory,8,7,14,23,5,2025-06-15T03:57:46.035Z
Gangsters,Polish Gang,Economic Victory,7,4,16,27,5,2025-06-15T03:57:46.035Z
Gangsters,Irish Mob,Economic Victory,7,3,12,27,5,2025-06-15T03:57:46.035Z
Gangsters,Italian Famiglia,Economic Victory,9,13,13,24,5,2025-06-15T03:57:46.035Z
Gangsters,Polish Gang,Economic Victory,7,12,11,21,5,2025-06-15T03:57:46.035Z
Gangsters,Jewish Syndicate,Economic Victory,7,8,12,19,5,2025-06-15T03:57:46.035Z
Gangsters,Italian Famiglia,Economic Victory,7,6,13,23,5,2025-06-15T03:57:46.035Z
Gangsters,Polish Gang,Economic Victory,7,11,11,26,5,2025-06-15T03:57:46.035Z
Gangsters,Italian Famiglia,Economic Victory,7,12,12,26,5,2025-06-15T03:57:46.035Z
Gangsters,Irish Mob,Economic Victory,6,5,14,23,5,2025-06-15T03:57:46.035Z
Gangsters,Jewish Syndicate,Economic Victory,8,10,11,22,5,2025-06-15T03:57:46.035Z
Gangsters,Irish Mob,Economic Victory,7,7,13,29,5,2025-06-15T03:57:46.035Z
Gangsters,Polish Gang,Economic Victory,9,11,12,21,5,2025-06-15T03:57:46.035Z
Gangsters,Irish Mob,Economic Victory,6,7,13,25,5,2025-06-15T03:57:46.035Z
Gangsters,Jewish Syndicate,Economic Victory,7,6,14,22,5,2025-06-15T03:57:46.035Z
Gangsters,Jewish Syndicate,Economic Victory,7,6,14,23,5,2025-06-15T03:57:46.035Z
Gangsters,Jewish Syndicate,Economic Victory,7,11,12,29,5,2025-06-15T03:57:46.035Z
Gangsters,Polish Gang,Economic Victory,8,5,15,23,5,2025-06-15T03:57:46.035Z
Gangsters,Italian Famiglia,Economic Victory,8,15,12,27,5,2025-06-15T03:57:46.035Z
Gangsters,Jewish Syndicate,Economic Victory,8,10,13,27,5,2025-06-15T03:57:46.035Z
Gangsters,Italian Famiglia,Economic Victory,8,14,11,22,5,2025-06-15T03:57:46.035Z
Gangsters,Italian Famiglia,Economic Victory,6,7,13,20,5,2025-06-15T03:57:46.035Z
Gangsters,Polish Gang,Economic Victory,9,10,14,25,5,2025-06-15T03:57:46.035Z
